5bcf9f8a19ea8a2afbada8c5168b4074,24.4287,0.0902138,99743.2,0.0973616,64.8362,0.672955,379.104216,2.955e-01,5.472e-01,8.500e-01,1682092.637117
56b0f8e8fc7dc1f55a3df442df57311d,45.9837,0.133833,122882,0.110961,62.031,0.990818,271.668805,2.370e+01,3.060e-01,8.500e-01,24843966.986708
7111e9a569793f935f8934df39d6ca9f,54.1906,0.11011,135902,0.0809308,65.6189,0.972085,186.224414,3.695e+01,1.419e-01,8.500e-01,37931682.476672
1cc11a157d38da3a2f577b2941d200ff,48.9455,0.0685315,75245.8,0.122303,60.0433,0.754014,137.438945,3.856e+01,1.389e-01,8.500e-01,39535525.361645
9194ffeab31f375d5c24a6f096b6ffe6,55.695,0.0755985,106439,0.17228,61.6571,0.781404,363.959546,4.321e+01,2.892e+00,8.500e-01,46945599.401386
206ad53254d2f19e4dbfcef6dc5cac14,34.0477,0.0532922,100805,0.155735,62.8558,0.612941,740.557432,1.882e+01,4.826e+00,8.500e-01,24487400.113442
56b0f8e8fc7dc1f55a3df442df57311d,45.9837,0.133833,122882,0.110961,62.031,0.990818,271.668805,2.370e+01,3.060e-01,8.500e-01,24843966.986708
7a48e613e90e9c785d7b288260483c6d,58.0645,0.0491423,61665.8,0.17165,69.0905,0.626295,199.594973,4.311e+01,7.181e+00,9.143e-01,51198208.249010
379fb3707dae53c671da2e16260197e2,23.3304,0.0627357,139831,0.163505,60.2835,0.646224,2203.952019,6.382e-02,2.924e+01,8.500e-01,30146368.278307
9e1870045c1229dad2b82595a1b6146d,52.1404,0.0836479,113730,0.189875,62.4832,0.897194,623.367646,3.887e+01,5.331e+00,8.500e-01,45043389.710658
