r,F axial,F tan,Area
0.14999999999999999,0.11011219999999999,0.032781992000000003,0.01
0.25,0.32934581000000002,0.081568433999999995,0.01
0.34999999999999998,0.70070922999999996,0.14819916999999999,0.01
0.45000000000000001,1.2109236000000001,0.22339605000000001,0.01
0.55000000000000004,1.8445948000000001,0.30172740999999997,0.01
0.65000000000000002,2.5745775000000002,0.37468915000000003,0.01
0.75,3.2869693,0.43907586999999998,0.01
0.84999999999999998,4.2460522999999997,0.48866468000000002,0.01
0.94999999999999996,4.7037266000000004,0.54690536000000001,0.01
